CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
09-05-2022,3,60000,1800,2 out of 3,Bangalo,Sarvodaya Enclave,Delhi,Furnished,Bachelors/Family,3,Contact Owner,60000,
23-05-2022,2,95000,2700,1 out of 3,Bangalo,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2,Contact Agent,95000,
14-05-2022,1,16000,499,2 out of 3,Flat,Chittaranjan Park Block K,Delhi,Semi-Furnished,Family,1,Contact Owner,16000,
17-05-2022,1,8500,450,3 out of 4,Flat,Sarita Vihar Pocket M,Delhi,Unfurnished,Bachelors,1,Contact Agent,8500,
05-05-2022,1,14000,60,3 out of 4,Bangalo,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,14000,
11-05-2022,3,140000,2200,Ground out of 3,Bangalo,Defence Colony,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,140000,
29-04-2022,2,8000,130,Ground out of 3,Bangalo,Raj Nagar 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,8000,
29-04-2022,3,12500,650,3 out of 4,Bangalo,Chirag Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,12500,
29-04-2022,2,14000,100,3 out of 4,Bangalo,Janakpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,14000,
29-04-2022,2,6000,45,2 out of 3,Bangalo,"Devli, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,6000,
29-04-2022,2,10000,600,2 out of 3,Bangalo,Trilokpuri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
10-05-2022,3,15000,800,Ground out of 4,Bangalo,Kadipur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,15000,
08-06-2022,3,8000,1500,1 out of 1,Flat,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,8000,
07-07-2022,1,10000,30,1 out of 5,Bangalo,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner,10000,
12-05-2022,1,8500,55,Ground out of 3,Bangalo,Gharoli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,8500,
09-06-2022,2,25000,900,Ground out of 3,Flat,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,25000,
22-06-2022,2,13000,1000,1 out of 2,Flat,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13000,
27-05-2022,1,6000,360,1 out of 2,Bangalo,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,6000,
06-05-2022,1,7000,450,1 out of 4,Bangalo,"Mohan Garden, Razapur Khurd",Delhi,Furnished,Bachelors/Family,1,Contact Owner,7000,
05-05-2022,2,22000,900,4 out of 5,Bangalo,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000,
29-04-2022,2,40000,1100,2 out of 4,Bangalo,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2,Contact Owner,40000,
05-05-2022,2,22000,700,Ground out of 2,Bangalo,Rohini Sector 7,Delhi,Furnished,Bachelors/Family,2,Contact Owner,22000,
29-04-2022,1,4500,400,1 out of 2,Bangalo,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4500,
29-04-2022,3,15000,950,Ground out of 3,Bangalo,Rohini Sector 4,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
30-06-2022,3,130000,3000,1 out of 5,Bangalo,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,130000,
18-06-2022,2,23000,950,3 out of 3,Flat,Ber Sarai,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,23000,
27-05-2022,3,45000,1100,1 out of 4,Bangalo,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,45000,
29-05-2022,1,15000,497,3 out of 4,Flat,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,15000,
29-04-2022,3,13000,100,3 out of 4,Bangalo,"Viswas Park, Matiala",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000,
05-05-2022,2,10000,70,1 out of 4,Bangalo,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,10000,
05-05-2022,2,10000,55,2 out of 4,Bangalo,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
05-05-2022,1,6500,300,4 out of 5,Bangalo,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,6500,
29-06-2022,1,7000,400,2 out of 4,Flat,Mandawali,Delhi,Unfurnished,Bachelors,1,Contact Owner,7000,
05-05-2022,2,7000,500,2 out of 4,Bangalo,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,7000,
08-06-2022,4,17401,650,4 out of 4,Bangalo,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner,17401,
18-05-2022,1,5500,630,Ground out of 2,Bangalo,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,5500,
29-04-2022,1,20000,450,1 out of 3,Bangalo,DS 19,Delhi,Unfurnished,Family,1,Contact Owner,20000,
29-04-2022,2,7000,500,1 out of 2,Bangalo,Mahipalpur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000,
22-05-2022,5,190000,200,2 out of 2,Flat,"Safdarjung Development Area, Hauz Khas",Delhi,Unfurnished,Bachelors,5,Contact Agent,190000,
29-04-2022,2,13000,95,1 out of 4,Bangalo,Shahdara,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,13000,
02-07-2022,4,60000,272,Ground out of 4,Flat,Model Town,Delhi,Furnished,Bachelors,3,Contact Agent,60000,
27-05-2022,2,17000,800,2 out of 4,Flat,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,17000,
27-05-2022,2,16000,50,2 out of 4,Bangalo,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,16000,
05-07-2022,1,9500,400,2 out of 4,Bangalo,"Maidan Garhi, Chhattarpur",Delhi,Furnished,Bachelors/Family,1,Contact Owner,9500,
29-04-2022,1,5000,450,Ground out of 3,Bangalo,Vikash Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,5000,
18-06-2022,3,27000,1800,2 out of 4,Flat,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,27000,
18-06-2022,3,29000,1800,2 out of 4,Flat,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,29000,
18-06-2022,3,29000,2000,1 out of 4,Flat,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,29000,
26-05-2022,4,37000,2700,2 out of 3,Flat,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,37000,
04-07-2022,4,36000,2700,2 out of 3,Flat,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,36000,
26-05-2022,3,35000,1800,4 out of 4,Flat,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,35000,
26-05-2022,4,42000,2700,2 out of 4,Flat,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent,42000,
26-05-2022,3,37000,1800,1 out of 4,Flat,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,37000,
04-07-2022,3,30000,1800,2 out of 3,Flat,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,30000,
08-05-2022,3,20000,1200,2 out of 3,Bangalo,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000,
17-06-2022,1,8500,600,1 out of 4,Flat,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,8500,
14-05-2022,1,11000,350,2 out of 5,Bangalo,Sheikh Sarai,Delhi,Furnished,Bachelors/Family,1,Contact Owner,11000,
18-06-2022,2,14000,100,2 out of 4,Bangalo,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,14000,
14-05-2022,3,55000,1800,1 out of 3,Flat,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,55000,
18-06-2022,2,25000,900,3 out of 4,Flat,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,25000,
23-05-2022,3,20500,1150,3 out of 4,Flat,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,20500,
31-05-2022,4,28000,1400,2 out of 4,Flat,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,28000,
10-05-2022,1,5000,500,Ground out of 4,Bangalo,Mahavir Enclave Part 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,5000,
18-06-2022,4,35000,300,2 out of 4,Flat,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,35000,
18-06-2022,3,30000,1800,2 out of 4,Flat,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,30000,
16-06-2022,1,10000,500,3 out of 4,Flat,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,10000,
29-04-2022,1,11000,500,Ground out of 4,Bangalo,Rohini Sector 17,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,11000,
05-05-2022,2,17000,80,1 out of 4,Bangalo,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,17000,
23-05-2022,2,35000,1000,2 out of 4,Bangalo,Kalkaji,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,35000,
20-06-2022,3,30000,1600,6 out of 10,Bangalo,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,30000,
07-06-2022,4,30000,1800,6 out of 8,Bangalo,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,30000,
27-05-2022,2,13000,400,Ground out of 4,Flat,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,13000,
29-04-2022,2,13000,900,Ground out of 3,Bangalo,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000,
07-07-2022,1,11000,480,4 out of 5,Flat,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,11000,
05-05-2022,1,13000,180,2 out of 2,Flat,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1,Contact Owner,13000,
09-07-2022,2,33000,1000,1 out of 3,Flat,"Munirka Vihar, Munirka",Delhi,Unfurnished,Bachelors,2,Contact Agent,33000,
23-05-2022,3,25000,1120,2 out of 3,Bangalo,gg1 vikas puri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,25000,
27-05-2022,3,70000,1800,2 out of 4,Flat,Saket,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,70000,
02-07-2022,3,30000,1200,1 out of 3,Flat,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,30000,
21-05-2022,1,9000,550,1 out of 4,Bangalo,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,9000,
30-06-2022,2,14500,1400,3 out of 4,Bangalo,Dilshad Garden,Delhi,Unfurnished,Bachelors,1,Contact Owner,14500,
27-05-2022,3,50000,1600,2 out of 4,Flat,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,50000,
16-05-2022,1,20000,650,1 out of 4,Flat,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,20000,
29-04-2022,4,15000,120,Ground out of 2,Bangalo,Rohini Sector 38,Delhi,Furnished,Bachelors/Family,4,Contact Owner,15000,
02-06-2022,2,7500,450,1 out of 3,Flat,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,7500,
07-07-2022,1,13500,520,Ground out of 4,Bangalo,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,13500,
13-06-2022,1,14000,850,2 out of 4,Bangalo,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,14000,
24-06-2022,2,18000,850,1 out of 4,Flat,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,18000,
09-05-2022,2,14000,585,2 out of 4,Flat,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,14000,
11-05-2022,3,65000,1600,Ground out of 4,Flat,East Of Kailash,Delhi,Furnished,Bachelors/Family,2,Contact Agent,65000,
05-05-2022,2,22000,950,2 out of 5,Bangalo,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,22000,
29-04-2022,1,4000,120,1 out of 2,Bangalo,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4000,
14-05-2022,2,10000,500,3 out of 3,Bangalo,Vinod Nagar East,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,10000,
14-05-2022,1,7500,200,2 out of 4,Flat,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,7500,
05-05-2022,1,17000,550,2 out of 4,Bangalo,Ramesh Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,17000,
06-07-2022,1,18000,650,2 out of 4,Flat,Gautam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,18000,
07-07-2022,4,70000,2800,6 out of 10,Flat,Delhi estate Apartment,Delhi,Unfurnished,Bachelors,4,Contact Agent,70000,
30-06-2022,1,10000,50,3 out of 4,Bangalo,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner,10000,
08-06-2022,2,15000,550,4 out of 4,Flat,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,15000,
04-07-2022,2,16500,90,4 out of 5,Bangalo,DS 19,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,16500,
30-06-2022,3,100000,2925,1 out of 4,Bangalo,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,100000,
28-05-2022,1,7500,150,4 out of 4,Flat,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,7500,
26-06-2022,2,6000,450,1 out of 3,Bangalo,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,6000,
08-05-2022,2,18000,750,4 out of 4,Flat,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,18000,
22-05-2022,2,18000,975,Ground out of 3,Bangalo,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,18000,
29-04-2022,3,8000,106,Ground out of 4,Bangalo,Burari,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,8000,
05-05-2022,2,14000,750,4 out of 6,Bangalo,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner,14000,
10-05-2022,2,11000,80,2 out of 4,Bangalo,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,11000,
14-05-2022,3,25000,96,2 out of 5,Bangalo,Rohini Sector 11,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,25000,
29-04-2022,1,9000,500,1 out of 3,Bangalo,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,9000,
14-05-2022,3,47000,1550,Ground out of 3,Flat,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,47000,
07-06-2022,2,20000,1000,3 out of 3,Bangalo,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,20000,
29-04-2022,1,6000,400,2 out of 4,Bangalo,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,6000,
29-04-2022,1,5000,450,1 out of 4,Bangalo,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,5000,
29-04-2022,2,20000,1000,3 out of 4,Bangalo,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1,Contact Owner,20000,
29-04-2022,1,10000,450,2 out of 4,Bangalo,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,10000,
04-07-2022,3,15000,100,3 out of 4,Bangalo,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000,
14-05-2022,2,13500,550,2 out of 4,Flat,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,13500,
10-05-2022,1,5500,400,2 out of 3,Bangalo,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,5500,
10-05-2022,1,14000,60,1 out of 5,Bangalo,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,14000,
29-04-2022,4,18000,900,3 out of 5,Bangalo,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,18000,
27-04-2022,1,20000,700,1 out of 5,Bangalo,Rohini Sector 5,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,20000,
28-06-2022,2,9300,500,2 out of 4,Bangalo,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,9300,
14-06-2022,3,80000,2000,2 out of 4,Flat,Safdarjung Enclave,Delhi,Furnished,Bachelors,3,Contact Agent,80000,
04-07-2022,2,7500,400,2 out of 3,Flat,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,7500,
27-06-2022,3,30000,1500,1 out of 4,Flat,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2,Contact Agent,30000,
29-04-2022,2,13000,70,2 out of 4,Bangalo,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13000,
01-07-2022,2,8500,60,2 out of 4,Bangalo,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,8500,
24-05-2022,3,44300,200,1 out of 4,Flat,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,44300,
04-07-2022,2,45000,1650,2 out of 4,Flat,Safdarjung Enclave,Delhi,Furnished,Bachelors,2,Contact Agent,45000,
22-06-2022,2,30000,1150,3 out of 3,Flat,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2,Contact Agent,30000,
30-05-2022,2,40000,1800,Ground out of 3,Flat,Saket,Delhi,Furnished,Bachelors,2,Contact Agent,40000,
11-06-2022,4,530000,4000,3 out of 4,Flat,Anand Niketan,Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent,530000,
14-05-2022,2,12000,900,1 out of 2,Bangalo,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,12000,
15-06-2022,2,13500,700,1 out of 2,Bangalo,Shakarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,13500,
28-04-2022,2,30000,900,2 out of 4,Bangalo,Sheikh Sarai Phase 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,30000,
03-05-2022,1,9500,400,2 out of 2,Bangalo,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,9500,
16-05-2022,4,200000,2700,Ground out of 3,Flat,Greater Kailash 1,Delhi,Unfurnished,Bachelors,4,Contact Agent,200000,
10-05-2022,3,30000,2000,Ground out of 2,Bangalo,Rohini Sector 15,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,30000,
14-05-2022,2,9000,450,1 out of 3,Bangalo,"Shakarpur Khas, Shakarpur",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,9000,
04-06-2022,2,13000,400,2 out of 4,Flat,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,13000,
14-05-2022,2,7000,500,1 out of 5,Bangalo,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,7000,
09-07-2022,1,18000,450,1 out of 4,Flat,Munirka,Delhi,Furnished,Bachelors/Family,1,Contact Agent,18000,
14-05-2022,1,3500,350,1 out of 3,Bangalo,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3500,
03-07-2022,4,65000,272,1 out of 4,Flat,Model Town,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,65000,
13-06-2022,1,19000,545,2 out of 3,Bangalo,Dwarka,Delhi,Furnished,Bachelors/Family,1,Contact Owner,19000,
10-05-2022,2,23000,84,Ground out of 4,Bangalo,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,23000,
16-06-2022,1,12000,600,2 out of 4,Bangalo,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,12000,
30-06-2022,2,15000,75,3 out of 4,Bangalo,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,15000,
08-06-2022,3,38000,165,2 out of 4,Flat,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,38000,
04-07-2022,3,50000,1100,1 out of 4,Flat,Shalimar bagh,Delhi,Unfurnished,Bachelors,3,Contact Agent,50000,
02-06-2022,1,6500,500,3 out of 3,Bangalo,Falt,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,6500,
04-07-2022,3,35000,150,1 out of 3,Flat,Janakpuri,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,35000,
05-05-2022,2,15000,70,2 out of 5,Bangalo,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,15000,
05-05-2022,3,30000,250,1 out of 2,Bangalo,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,30000,
05-05-2022,2,10000,70,1 out of 5,Bangalo,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,10000,
06-07-2022,1,18000,300,3 out of 4,Flat,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1,Contact Agent,18000,
20-06-2022,3,30000,1800,1 out of 4,Flat,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,30000,
27-05-2022,1,16000,400,3 out of 4,Flat,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,16000,
21-05-2022,3,22000,1250,2 out of 3,Bangalo,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000,
08-06-2022,2,9000,480,1 out of 4,Bangalo,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,9000,
17-06-2022,2,20200,84,2 out of 4,Flat,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,20200,
15-06-2022,2,19500,84,2 out of 4,Flat,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,19500,
09-07-2022,2,21000,600,3 out of 4,Flat,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,21000,
06-07-2022,2,20000,600,Ground out of 4,Flat,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,20000,
14-05-2022,2,13000,720,2 out of 4,Bangalo,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,13000,
27-05-2022,2,6500,75,1 out of 1,Flat,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,6500,
29-04-2022,3,25000,1000,1 out of 4,Bangalo,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,25000,
19-05-2022,2,20000,900,2 out of 4,Flat,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,20000,
28-06-2022,2,33000,2200,1 out of 1,Flat,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner,33000,
03-06-2022,3,18000,900,Ground out of 4,Flat,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,18000,
31-05-2022,1,13000,550,3 out of 3,Flat,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,13000,
29-04-2022,2,10000,450,4 out of 5,Bangalo,Palam,Delhi,Furnished,Bachelors/Family,1,Contact Owner,10000,
29-04-2022,2,10000,470,2 out of 4,Bangalo,Pul Prahlad Pur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,10000,
10-05-2022,3,23000,125,3 out of 4,Bangalo,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,23000,
27-05-2022,1,20000,400,3 out of 4,Flat,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,20000,
23-05-2022,4,150000,2600,2 out of 2,Flat,Vasant Vihar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,150000,
14-05-2022,3,25000,1500,5 out of 10,Flat,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,25000,
10-05-2022,2,21000,80,3 out of 4,Bangalo,Dwarka Sector 17,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,21000,
04-07-2022,3,30000,1100,3 out of 3,Flat,Dwarka Sector 9,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,30000,
04-06-2022,2,22000,1000,4 out of 5,Bangalo,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,22000,
29-04-2022,2,14000,800,3 out of 5,Bangalo,Mehrauli,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,14000,
23-05-2022,2,7000,50,2 out of 5,Bangalo,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1,Contact Owner,7000,
23-05-2022,2,18500,1000,2 out of 5,Bangalo,"Kishangarh, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,18500,
18-05-2022,1,8500,550,2 out of 3,Flat,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,8500,
18-05-2022,1,8000,450,Ground out of 4,Flat,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,8000,
05-07-2022,2,10000,670,2 out of 4,Bangalo,Ram Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Owner,10000,
14-05-2022,2,15000,700,1 out of 3,Bangalo,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,15000,
05-05-2022,3,37000,125,3 out of 4,Bangalo,"Vikram Vihar, Lajpat Nagar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,37000,
30-06-2022,3,90000,1872,1 out of 5,Bangalo,Greater Kailash 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,90000,
18-05-2022,2,12000,650,2 out of 4,Flat,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,12000,
18-05-2022,2,13000,550,1 out of 4,Flat,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,13000,
21-05-2022,2,22000,84,Ground out of 4,Flat,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,22000,
19-06-2022,1,4000,90,Ground out of 2,Bangalo,Gopalpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4000,
